"state","county","sex","total_arc_mean","total_arc_lb","total_arc_ub","daily_arc_mean","daily_arc_lb","daily_arc_ub"
"Texas","Runnels County","Males",-1.19,-2.61,0.11,-2.04,-3.51,-0.46
"Texas","Runnels County","Females",-0.51,-2.46,1.41,-1.49,-3.48,0.76
"Texas","Runnels County","Both",-0.88,-2.51,0.69,-1.78,-3.41,0.08
"Texas","Rusk County","Males",-0.34,-1.63,0.93,-1.36,-2.91,0.1
"Texas","Rusk County","Females",-0.83,-2.59,0.94,-1.63,-3.7,0.46
"Texas","Rusk County","Both",-0.57,-2.08,0.93,-1.49,-3.28,0.24
"Texas","Sabine County","Males",-0.45,-1.75,0.88,-1.38,-2.87,0.13
"Texas","Sabine County","Females",0.11,-1.73,1.98,-1,-3.07,1.19
"Texas","Sabine County","Both",-0.19,-1.75,1.38,-1.2,-2.94,0.56
"Texas","San Augustine County","Males",-0.11,-1.48,1.06,-1.04,-2.57,0.33
"Texas","San Augustine County","Females",1.08,-0.96,2.77,0.14,-1.94,2.22
"Texas","San Augustine County","Both",0.42,-1.22,1.83,-0.5,-2.26,1.15
"Texas","San Jacinto County","Males",-0.59,-1.85,0.78,-1.35,-2.81,0.09
"Texas","San Jacinto County","Females",-0.21,-1.94,1.79,-1.46,-3.49,0.6
"Texas","San Jacinto County","Both",-0.41,-1.88,1.23,-1.4,-3.1,0.3
"Texas","San Patricio County","Males",-0.93,-2.32,0.39,-1.96,-3.58,-0.43
"Texas","San Patricio County","Females",-1.19,-3.13,0.71,-1.56,-3.9,0.57
"Texas","San Patricio County","Both",-1.04,-2.69,0.48,-1.79,-3.72,0.04
"Texas","San Saba County","Males",-0.28,-1.56,1.1,-1.35,-2.84,0.23
"Texas","San Saba County","Females",-0.69,-2.48,1.29,-1.51,-3.54,0.67
"Texas","San Saba County","Both",-0.47,-1.96,1.2,-1.43,-3.17,0.4
"Texas","Schleicher County","Males",-2.02,-3.41,-0.46,-3.1,-4.72,-1.46
"Texas","Schleicher County","Females",-1.21,-3.12,0.86,-1.89,-4.17,0.42
"Texas","Schleicher County","Both",-1.66,-3.27,0.12,-2.56,-4.42,-0.67
"Texas","Scurry County","Males",-1.07,-2.25,0.13,-2.07,-3.42,-0.61
"Texas","Scurry County","Females",-1.16,-2.71,0.51,-1.78,-3.58,0.23
"Texas","Scurry County","Both",-1.11,-2.45,0.28,-1.93,-3.44,-0.27
"Texas","Shackelford County","Males",-0.62,-2.1,0.65,-1.67,-3.26,-0.25
"Texas","Shackelford County","Females",-0.55,-2.54,1.26,-1.35,-3.59,0.65
"Texas","Shackelford County","Both",-0.59,-2.3,0.92,-1.52,-3.39,0.13
"Texas","Shelby County","Males",-0.96,-2.34,0.38,-1.95,-3.47,-0.4
"Texas","Shelby County","Females",-0.8,-2.66,1.03,-1.81,-3.88,0.36
"Texas","Shelby County","Both",-0.89,-2.48,0.67,-1.88,-3.67,-0.07
"Texas","Sherman County","Males",-1.81,-3.42,-0.32,-3.03,-4.79,-1.36
"Texas","Sherman County","Females",-1.6,-3.94,0.56,-2.67,-5.06,-0.29
"Texas","Sherman County","Both",-1.72,-3.65,0.04,-2.87,-4.95,-0.94
"Texas","Smith County","Males",-0.97,-2.32,0.31,-1.84,-3.35,-0.5
"Texas","Smith County","Females",-0.32,-1.86,1.35,-0.92,-2.83,0.94
"Texas","Smith County","Both",-0.68,-2.12,0.75,-1.43,-3.08,0.14
"Texas","Somervell County","Males",-2.14,-3.52,-0.51,-3.36,-4.98,-1.56
"Texas","Somervell County","Females",-1.25,-3.25,1.05,-2.1,-4.39,0.53
"Texas","Somervell County","Both",-1.72,-3.4,0.21,-2.76,-4.66,-0.62
"Texas","Starr County","Males",-0.59,-2.21,0.91,-1.89,-3.74,0
"Texas","Starr County","Females",-3.13,-5.57,-0.92,-3.16,-5.66,-0.38
"Texas","Starr County","Both",-1.49,-3.39,0.25,-2.34,-4.39,-0.18
"Texas","Stephens County","Males",-0.64,-1.97,0.6,-1.68,-3.15,-0.34
"Texas","Stephens County","Females",-0.58,-2.58,1.21,-1.33,-3.44,0.75
"Texas","Stephens County","Both",-0.61,-2.3,0.84,-1.52,-3.25,0.16
"Texas","Sterling County","Males",-1.61,-3.12,-0.12,-2.58,-4.27,-0.88
"Texas","Sterling County","Females",-1.3,-3.48,0.94,-2.34,-4.77,0.15
"Texas","Sterling County","Both",-1.47,-3.31,0.33,-2.48,-4.48,-0.48
"Texas","Stonewall County","Males",-2.13,-3.55,-0.68,-3.34,-4.97,-1.77
"Texas","Stonewall County","Females",-2.5,-4.57,-0.43,-3.78,-6.09,-1.58
"Texas","Stonewall County","Both",-2.29,-3.98,-0.58,-3.54,-5.47,-1.68
"Texas","Sutton County","Males",-1.7,-3.13,-0.24,-2.71,-4.25,-1.13
"Texas","Sutton County","Females",-1.19,-3.3,1,-1.67,-3.87,0.57
"Texas","Sutton County","Both",-1.49,-3.22,0.28,-2.26,-4.1,-0.42
"Texas","Swisher County","Males",-0.93,-2.42,0.37,-1.9,-3.52,-0.33
"Texas","Swisher County","Females",-0.9,-3.17,1.04,-1.96,-4.31,0.34
"Texas","Swisher County","Both",-0.92,-2.74,0.65,-1.92,-3.87,-0.03
"Texas","Tarrant County","Males",-1.46,-2.49,-0.36,-2.48,-3.75,-1.25
"Texas","Tarrant County","Females",-1.51,-2.74,-0.18,-2.18,-3.78,-0.66
"Texas","Tarrant County","Both",-1.48,-2.6,-0.27,-2.35,-3.74,-1.03
"Texas","Taylor County","Males",-1,-2.19,0.29,-1.76,-3.18,-0.33
"Texas","Taylor County","Females",-0.89,-2.51,0.87,-1.72,-3.61,0.28
"Texas","Taylor County","Both",-0.95,-2.34,0.53,-1.75,-3.31,-0.04
"Texas","Terrell County","Males",-0.52,-1.94,1.04,-1.1,-2.69,0.58
"Texas","Terrell County","Females",-0.33,-2.38,1.98,-0.75,-2.96,1.71
"Texas","Terrell County","Both",-0.44,-2.13,1.43,-0.95,-2.78,1.08
"Texas","Terry County","Males",-0.99,-2.25,0.24,-1.99,-3.51,-0.63
"Texas","Terry County","Females",-0.95,-2.74,0.91,-1.88,-4,0.22
"Texas","Terry County","Both",-0.97,-2.44,0.51,-1.95,-3.71,-0.27
"Texas","Throckmorton County","Males",-0.67,-2.05,0.73,-1.43,-2.87,0.14
"Texas","Throckmorton County","Females",-0.12,-2.08,1.91,-0.99,-3.05,1.24
"Texas","Throckmorton County","Both",-0.42,-2.06,1.26,-1.23,-2.91,0.59
"Texas","Titus County","Males",-1.12,-2.4,0.19,-2.25,-3.75,-0.79
"Texas","Titus County","Females",-1.42,-3.27,0.49,-2.76,-4.88,-0.72
"Texas","Titus County","Both",-1.25,-2.81,0.33,-2.48,-4.24,-0.79
"Texas","Tom Green County","Males",-1.21,-2.52,0.16,-2.02,-3.57,-0.48
"Texas","Tom Green County","Females",-0.72,-2.44,1.09,-1.57,-3.63,0.35
"Texas","Tom Green County","Both",-0.99,-2.48,0.59,-1.81,-3.53,-0.1
"Texas","Travis County","Males",-2.09,-3.22,-1,-3.46,-4.91,-2.16
"Texas","Travis County","Females",-1.76,-3.24,-0.35,-2.4,-4.28,-0.65
"Texas","Travis County","Both",-1.96,-3.22,-0.73,-3.03,-4.65,-1.61
"Texas","Trinity County","Males",-0.13,-1.55,1.14,-0.95,-2.45,0.53
"Texas","Trinity County","Females",0.24,-1.74,2.1,-0.61,-2.6,1.52
"Texas","Trinity County","Both",0.05,-1.64,1.59,-0.79,-2.54,0.9
"Texas","Tyler County","Males",-0.2,-1.54,1.28,-1.21,-2.8,0.43
"Texas","Tyler County","Females",-0.05,-1.86,1.97,-0.78,-2.9,1.46
"Texas","Tyler County","Both",-0.13,-1.7,1.59,-1,-2.81,0.91
"Texas","Upshur County","Males",-0.6,-2.04,0.73,-1.56,-3.1,0
"Texas","Upshur County","Females",-0.59,-2.52,1.37,-1.28,-3.35,0.87
"Texas","Upshur County","Both",-0.6,-2.25,1.02,-1.42,-3.19,0.38
"Texas","Upton County","Males",-1.62,-3.01,-0.26,-2.55,-4.3,-0.89
"Texas","Upton County","Females",-1.07,-3.06,0.86,-1.8,-4.22,0.56
"Texas","Upton County","Both",-1.39,-3.04,0.19,-2.22,-4.23,-0.3
"Texas","Uvalde County","Males",-1.21,-2.71,0.19,-2.27,-3.99,-0.66
"Texas","Uvalde County","Females",-2.21,-4.39,-0.16,-2.74,-5.27,-0.39
"Texas","Uvalde County","Both",-1.62,-3.4,0.09,-2.46,-4.51,-0.63
"Texas","Val Verde County","Males",-1.02,-2.42,0.46,-2.14,-3.81,-0.54
"Texas","Val Verde County","Females",-1.72,-3.78,0.38,-2.11,-4.51,0.21
"Texas","Val Verde County","Both",-1.3,-2.96,0.43,-2.13,-4.09,-0.26
"Texas","Van Zandt County","Males",-0.56,-1.95,0.7,-1.13,-2.56,0.35
"Texas","Van Zandt County","Females",0.32,-1.48,2.14,-0.24,-2.2,1.77
"Texas","Van Zandt County","Both",-0.14,-1.71,1.34,-0.7,-2.36,1.01
"Texas","Victoria County","Males",-0.77,-2.17,0.65,-1.65,-3.24,-0.08
"Texas","Victoria County","Females",-1.26,-3.2,0.72,-2.06,-4.18,0.12
"Texas","Victoria County","Both",-0.99,-2.64,0.67,-1.83,-3.65,-0.02
"Texas","Walker County","Males",-0.11,-1.31,1.2,-0.8,-2.26,0.7
"Texas","Walker County","Females",-0.2,-1.98,1.71,-1.32,-3.47,0.94
"Texas","Walker County","Both",-0.15,-1.61,1.43,-1.02,-2.75,0.78
"Texas","Waller County","Males",-1.35,-2.84,0.08,-2.33,-4.04,-0.78
"Texas","Waller County","Females",-1.07,-3.18,1,-2.09,-4.48,0.12
"Texas","Waller County","Both",-1.23,-2.97,0.44,-2.22,-4.23,-0.37
"Texas","Ward County","Males",-0.62,-1.99,0.75,-1.5,-2.98,-0.03
"Texas","Ward County","Females",-0.53,-2.53,1.48,-1.04,-3.22,1.13
"Texas","Ward County","Both",-0.58,-2.22,1.07,-1.29,-3.06,0.45
"Texas","Washington County","Males",-1.16,-2.59,0.25,-2.26,-3.8,-0.6
"Texas","Washington County","Females",-1.08,-3.13,1,-2.09,-4.23,0.25
"Texas","Washington County","Both",-1.13,-2.83,0.59,-2.18,-3.98,-0.23
"Texas","Webb County","Males",-1.59,-3.14,-0.17,-2.72,-4.54,-0.9
"Texas","Webb County","Females",-3.61,-5.73,-1.55,-3.99,-6.29,-1.41
"Texas","Webb County","Both",-2.32,-4.07,-0.69,-3.18,-5.17,-1.12
"Texas","Wharton County","Males",-0.7,-2.09,0.71,-1.53,-3.1,-0.07
"Texas","Wharton County","Females",-0.77,-2.78,1.28,-1.27,-3.45,0.84
"Texas","Wharton County","Both",-0.73,-2.39,0.92,-1.42,-3.24,0.27
"Texas","Wheeler County","Males",-1.54,-3.04,-0.07,-2.62,-4.25,-0.97
"Texas","Wheeler County","Females",-1.12,-3.14,0.96,-2.21,-4.47,0.08
"Texas","Wheeler County","Both",-1.34,-3.09,0.41,-2.42,-4.41,-0.49
"Texas","Wichita County","Males",-0.32,-1.62,1.05,-1.1,-2.59,0.41
"Texas","Wichita County","Females",-1.39,-3.12,0.41,-2.18,-4.17,-0.18
"Texas","Wichita County","Both",-0.82,-2.31,0.74,-1.61,-3.3,0.12
"Texas","Wilbarger County","Males",-0.63,-1.97,0.83,-1.52,-3.12,0.07
"Texas","Wilbarger County","Females",-0.87,-2.82,1.17,-1.77,-3.97,0.6
"Texas","Wilbarger County","Both",-0.74,-2.35,0.98,-1.64,-3.51,0.26
"Texas","Willacy County","Males",-0.7,-2.08,0.66,-2.1,-3.92,-0.22
"Texas","Willacy County","Females",-2.48,-4.69,-0.19,-2.18,-4.77,0.77
"Texas","Willacy County","Both",-1.28,-2.94,0.38,-2.13,-4.2,0.05
"Texas","Williamson County","Males",-2.13,-3.47,-0.81,-3.53,-5.04,-2.03
"Texas","Williamson County","Females",-2.22,-4.11,-0.37,-2.95,-5.08,-0.87
"Texas","Williamson County","Both",-2.17,-3.73,-0.65,-3.28,-5,-1.59
"Texas","Wilson County","Males",-1.8,-3.17,-0.45,-2.62,-4.22,-0.99
"Texas","Wilson County","Females",-0.9,-2.83,1.07,-2.02,-4.15,0.28
"Texas","Wilson County","Both",-1.4,-3.02,0.24,-2.35,-4.11,-0.42
"Texas","Winkler County","Males",-0.6,-1.97,0.7,-1.45,-3.03,-0.08
"Texas","Winkler County","Females",-0.89,-2.89,1,-1.48,-3.75,0.7
"Texas","Winkler County","Both",-0.73,-2.38,0.84,-1.46,-3.34,0.3
"Texas","Wise County","Males",-0.79,-2.2,0.57,-1.76,-3.35,-0.32
"Texas","Wise County","Females",-1.59,-3.51,0.38,-2.19,-4.36,-0.14
"Texas","Wise County","Both",-1.15,-2.81,0.47,-1.96,-3.81,-0.27
"Texas","Wood County","Males",-0.65,-2.03,0.64,-1.44,-2.94,0.18
"Texas","Wood County","Females",-0.13,-1.99,1.68,-0.7,-2.7,1.45
"Texas","Wood County","Both",-0.4,-2.03,1.14,-1.08,-2.83,0.78
"Texas","Yoakum County","Males",-2.12,-3.45,-0.67,-3.25,-4.82,-1.74
"Texas","Yoakum County","Females",-2.22,-4.17,-0.09,-3.26,-5.56,-1.08
"Texas","Yoakum County","Both",-2.16,-3.76,-0.42,-3.26,-5.18,-1.48
"Texas","Young County","Males",-0.59,-1.89,0.71,-1.55,-3.05,0.03
"Texas","Young County","Females",-0.72,-2.55,1.14,-1.4,-3.52,0.91
"Texas","Young County","Both",-0.65,-2.19,0.95,-1.48,-3.28,0.41
"Texas","Zapata County","Males",-1.24,-2.66,0.26,-2.4,-4.13,-0.59
"Texas","Zapata County","Females",-2.97,-5.14,-0.5,-3.84,-6.27,-1.13
"Texas","Zapata County","Both",-1.85,-3.57,0.01,-2.92,-4.92,-0.79
"Texas","Zavala County","Males",-1.35,-2.82,0.14,-2.53,-4.31,-0.7
"Texas","Zavala County","Females",-2.76,-4.94,-0.52,-2.9,-5.53,-0.33
"Texas","Zavala County","Both",-1.87,-3.62,-0.12,-2.67,-4.72,-0.63
"Utah","","Males",-2.31,-2.87,-1.75,-3.02,-3.61,-2.41
"Utah","","Females",-1.85,-2.51,-1.18,-2.54,-3.33,-1.77
"Utah","","Both",-2.12,-2.71,-1.5,-2.81,-3.48,-2.15
"Utah","Beaver County","Males",-0.84,-2.27,0.67,-1.7,-3.34,-0.04
"Utah","Beaver County","Females",-0.16,-2.2,1.99,-0.77,-3.03,1.56
"Utah","Beaver County","Both",-0.53,-2.23,1.24,-1.27,-3.19,0.69
"Utah","Box Elder County","Males",-1.64,-3.13,-0.18,-2.49,-4.15,-0.9
"Utah","Box Elder County","Females",-1.11,-3.02,0.85,-1.81,-3.92,0.41
"Utah","Box Elder County","Both",-1.41,-3.08,0.27,-2.18,-4.05,-0.37
"Utah","Cache County","Males",-1.97,-3.34,-0.44,-2.93,-4.46,-1.43
"Utah","Cache County","Females",-1.23,-3.06,0.77,-1.2,-3.37,0.91
"Utah","Cache County","Both",-1.67,-3.22,0.01,-2.21,-3.92,-0.46
"Utah","Carbon County","Males",-0.99,-2.24,0.22,-1.48,-2.86,0.14
"Utah","Carbon County","Females",-1.97,-3.62,-0.39,-2.67,-4.54,-0.56
"Utah","Carbon County","Both",-1.41,-2.83,-0.05,-2,-3.59,-0.16
"Utah","Daggett County","Males",-1.29,-2.78,0.21,-1.91,-3.46,-0.29
"Utah","Daggett County","Females",-0.23,-2.42,1.87,-0.85,-3.14,1.5
"Utah","Daggett County","Both",-0.83,-2.59,0.87,-1.45,-3.29,0.39
"Utah","Davis County","Males",-2.68,-3.93,-1.37,-3.74,-5.18,-2.27
"Utah","Davis County","Females",-2.77,-4.38,-1.17,-3.06,-4.93,-1.22
"Utah","Davis County","Both",-2.72,-4.12,-1.31,-3.44,-5.02,-1.82
"Utah","Duchesne County","Males",-1.51,-2.89,-0.1,-2.13,-3.64,-0.56
"Utah","Duchesne County","Females",-1.86,-3.68,-0.03,-2.35,-4.41,-0.26
"Utah","Duchesne County","Both",-1.66,-3.26,-0.1,-2.23,-3.97,-0.45
"Utah","Emery County","Males",-0.7,-2.1,0.66,-1.5,-3.07,0.08
"Utah","Emery County","Females",-0.28,-2.25,1.66,-0.64,-2.8,1.54
"Utah","Emery County","Both",-0.51,-2.18,1.12,-1.11,-2.93,0.72
"Utah","Garfield County","Males",-0.66,-2.22,0.89,-1.69,-3.37,-0.06
"Utah","Garfield County","Females",-0.27,-2.38,1.89,-0.85,-3.08,1.47
"Utah","Garfield County","Both",-0.48,-2.3,1.34,-1.3,-3.2,0.61
"Utah","Grand County","Males",-1.36,-2.77,-0.09,-2.18,-3.94,-0.64
"Utah","Grand County","Females",-0.8,-2.69,0.99,-1.39,-3.74,0.66
"Utah","Grand County","Both",-1.1,-2.74,0.37,-1.81,-3.82,-0.06
"Utah","Iron County","Males",-0.85,-2.23,0.64,-1.74,-3.25,-0.04
"Utah","Iron County","Females",-0.82,-2.66,1.07,-1.6,-3.59,0.55
"Utah","Iron County","Both",-0.84,-2.41,0.84,-1.67,-3.41,0.23
"Utah","Juab County","Males",-1.37,-2.77,0.02,-2.08,-3.66,-0.52
"Utah","Juab County","Females",-1.34,-3.43,0.67,-2.23,-4.47,-0.15
"Utah","Juab County","Both",-1.36,-3.06,0.34,-2.15,-4.02,-0.38
"Utah","Kane County","Males",-1.84,-3.39,-0.34,-3.12,-4.77,-1.56
"Utah","Kane County","Females",-1.03,-3.26,1.08,-2.15,-4.38,0.08
"Utah","Kane County","Both",-1.47,-3.32,0.27,-2.68,-4.57,-0.83
"Utah","Millard County","Males",-0.64,-2.11,0.67,-1.54,-3.23,0.05
"Utah","Millard County","Females",0.23,-1.84,2.12,-0.48,-2.78,1.75
"Utah","Millard County","Both",-0.26,-1.98,1.29,-1.06,-2.99,0.76
"Utah","Morgan County","Males",-1.8,-3.55,0,-2.38,-4.26,-0.55
"Utah","Morgan County","Females",-1.52,-3.97,0.98,-2,-4.59,0.6
"Utah","Morgan County","Both",-1.68,-3.72,0.43,-2.21,-4.38,-0.16
"Utah","Piute County","Males",-0.47,-1.91,0.96,-1.5,-3.15,0.21
"Utah","Piute County","Females",-0.25,-2.28,1.72,-0.95,-3.3,1.42
"Utah","Piute County","Both",-0.37,-2.07,1.3,-1.25,-3.22,0.78
"Utah","Rich County","Males",-0.3,-1.89,1.24,-0.85,-2.62,0.72
"Utah","Rich County","Females",0.64,-1.64,2.72,0.07,-2.4,2.38
"Utah","Rich County","Both",0.11,-1.78,1.86,-0.44,-2.51,1.41
"Utah","Salt Lake County","Males",-2.64,-3.57,-1.66,-3.21,-4.21,-2.17
"Utah","Salt Lake County","Females",-1.84,-2.91,-0.71,-2.77,-4.04,-1.49
"Utah","Salt Lake County","Both",-2.3,-3.28,-1.25,-3.02,-4.12,-1.9
"Utah","San Juan County","Males",-0.66,-2,0.71,-1.53,-3.13,0.16
"Utah","San Juan County","Females",0.03,-1.9,1.92,-0.81,-2.92,1.48
"Utah","San Juan County","Both",-0.35,-1.95,1.24,-1.19,-3.05,0.77
"Utah","Sanpete County","Males",-0.86,-2.22,0.55,-1.55,-3.25,-0.03
"Utah","Sanpete County","Females",-1.4,-3.36,0.59,-2.01,-4.34,0.16
"Utah","Sanpete County","Both",-1.08,-2.67,0.55,-1.74,-3.68,-0.01
"Utah","Sevier County","Males",-0.89,-2.25,0.56,-1.83,-3.34,-0.24
"Utah","Sevier County","Females",0.18,-1.59,2.08,-0.11,-2.1,1.93
"Utah","Sevier County","Both",-0.39,-1.93,1.22,-1.03,-2.76,0.72
"Utah","Summit County","Males",-1.66,-3.07,-0.19,-2.37,-3.97,-0.7
"Utah","Summit County","Females",-1.78,-3.63,0.09,-2.64,-4.72,-0.35
"Utah","Summit County","Both",-1.71,-3.3,-0.07,-2.48,-4.24,-0.56
"Utah","Tooele County","Males",-1.71,-2.88,-0.38,-2.75,-4.1,-1.26
"Utah","Tooele County","Females",-1.88,-3.27,-0.3,-2.81,-4.46,-1.03
"Utah","Tooele County","Both",-1.79,-3.06,-0.35,-2.78,-4.23,-1.17
"Utah","Uintah County","Males",-1.26,-2.39,0.02,-1.68,-3.04,-0.32
"Utah","Uintah County","Females",-0.29,-1.75,1.35,-0.38,-2.07,1.44
"Utah","Uintah County","Both",-0.83,-2.09,0.58,-1.11,-2.6,0.39
"Utah","Utah County","Males",-2.77,-3.96,-1.57,-3.39,-4.74,-2.09
"Utah","Utah County","Females",-2.78,-4.34,-1.19,-3.54,-5.43,-1.64
"Utah","Utah County","Both",-2.78,-4.09,-1.42,-3.45,-4.98,-1.97
"Utah","Wasatch County","Males",-2.72,-4.16,-1.31,-2.99,-4.7,-1.39
"Utah","Wasatch County","Females",-3.39,-5.25,-1.52,-2.96,-5.05,-0.87
"Utah","Wasatch County","Both",-2.99,-4.6,-1.41,-2.98,-4.76,-1.22
"Utah","Washington County","Males",-1.88,-3.23,-0.63,-2.94,-4.42,-1.58
"Utah","Washington County","Females",-0.52,-2.22,1.13,-1.15,-2.99,0.69
"Utah","Washington County","Both",-1.28,-2.79,0.13,-2.14,-3.77,-0.56
"Utah","Wayne County","Males",-0.92,-2.41,0.59,-2.04,-3.76,-0.37
"Utah","Wayne County","Females",-0.14,-2.32,2.13,-0.96,-3.37,1.38
"Utah","Wayne County","Both",-0.57,-2.37,1.26,-1.56,-3.52,0.35
"Utah","Weber County","Males",-1.43,-2.47,-0.26,-2.37,-3.62,-1.1
"Utah","Weber County","Females",-1.65,-2.95,-0.15,-2.13,-3.65,-0.47
"Utah","Weber County","Both",-1.52,-2.68,-0.22,-2.26,-3.61,-0.82
"Vermont","","Males",-1.59,-2,-1.18,-2.44,-2.85,-2.02
"Vermont","","Females",-2.03,-2.48,-1.56,-3.01,-3.52,-2.48
"Vermont","","Both",-1.79,-2.23,-1.36,-2.7,-3.15,-2.24
"Vermont","Addison County","Males",-1.39,-2.61,-0.15,-2.4,-3.73,-1.11
"Vermont","Addison County","Females",-1.74,-3.18,-0.23,-2.41,-4.06,-0.83
"Vermont","Addison County","Both",-1.55,-2.87,-0.18,-2.41,-3.87,-1.03
"Vermont","Bennington County","Males",-1.03,-2.22,0.1,-2.02,-3.27,-0.66
"Vermont","Bennington County","Females",-1.61,-2.99,-0.36,-2.92,-4.31,-1.27
"Vermont","Bennington County","Both",-1.3,-2.59,-0.13,-2.44,-3.74,-0.99
"Vermont","Caledonia County","Males",-0.92,-2.12,0.16,-1.84,-3.22,-0.61
"Vermont","Caledonia County","Females",-1.94,-3.37,-0.66,-2.78,-4.44,-1.26
"Vermont","Caledonia County","Both",-1.39,-2.7,-0.21,-2.27,-3.74,-0.97
"Vermont","Chittenden County","Males",-2.27,-3.26,-1.25,-2.98,-4.07,-1.82
"Vermont","Chittenden County","Females",-3.27,-4.35,-2.16,-3.87,-5.09,-2.58
"Vermont","Chittenden County","Both",-2.72,-3.75,-1.66,-3.39,-4.51,-2.21
"Vermont","Essex County","Males",-1.53,-2.96,-0.18,-2.42,-3.94,-0.85
"Vermont","Essex County","Females",-1.98,-3.93,-0.15,-2.95,-4.93,-0.9
"Vermont","Essex County","Both",-1.74,-3.4,-0.17,-2.67,-4.39,-0.9
"Vermont","Franklin County","Males",-1.99,-3.03,-0.96,-2.65,-3.83,-1.48
"Vermont","Franklin County","Females",-0.75,-1.91,0.46,-1.74,-3.21,-0.31
"Vermont","Franklin County","Both",-1.43,-2.51,-0.35,-2.25,-3.57,-0.98
"Vermont","Grand Isle County","Males",-2.31,-3.73,-0.89,-3.06,-4.6,-1.53
"Vermont","Grand Isle County","Females",-2.27,-4.14,-0.29,-3.1,-5.19,-0.9
"Vermont","Grand Isle County","Both",-2.29,-3.91,-0.63,-3.08,-4.84,-1.32
"Vermont","Lamoille County","Males",-1.71,-2.99,-0.49,-2.94,-4.21,-1.51
"Vermont","Lamoille County","Females",-1.18,-2.7,0.33,-1.89,-3.53,-0.14
"Vermont","Lamoille County","Both",-1.47,-2.86,-0.11,-2.46,-3.87,-0.9
"Vermont","Orange County","Males",-1.55,-2.81,-0.38,-2.24,-3.58,-0.94
"Vermont","Orange County","Females",-1.44,-2.91,-0.03,-2.1,-3.66,-0.45
"Vermont","Orange County","Both",-1.49,-2.88,-0.22,-2.17,-3.59,-0.74
"Vermont","Orleans County","Males",-1.36,-2.47,-0.21,-2.2,-3.54,-0.9
"Vermont","Orleans County","Females",-0.51,-1.78,0.86,-1.95,-3.48,-0.38
"Vermont","Orleans County","Both",-0.96,-2.14,0.3,-2.08,-3.49,-0.69
"Vermont","Rutland County","Males",-1.3,-2.38,-0.26,-2.38,-3.57,-1.2
"Vermont","Rutland County","Females",-2.02,-3.14,-0.93,-3,-4.27,-1.74
"Vermont","Rutland County","Both",-1.65,-2.75,-0.59,-2.69,-3.91,-1.51
"Vermont","Washington County","Males",-1.1,-2.31,-0.02,-2.2,-3.5,-0.94
"Vermont","Washington County","Females",-2.82,-4.22,-1.58,-3.87,-5.36,-2.37
"Vermont","Washington County","Both",-1.89,-3.17,-0.72,-2.96,-4.3,-1.58
"Vermont","Windham County","Males",-1.44,-2.55,-0.3,-2.16,-3.43,-0.85
"Vermont","Windham County","Females",-1.3,-2.63,0.08,-2.93,-4.56,-1.29
"Vermont","Windham County","Both",-1.38,-2.58,-0.14,-2.49,-3.9,-1.03
"Vermont","Windsor County","Males",-1.25,-2.36,-0.13,-2,-3.27,-0.81
"Vermont","Windsor County","Females",-1.48,-2.75,-0.2,-2.99,-4.47,-1.57
"Vermont","Windsor County","Both",-1.36,-2.52,-0.15,-2.47,-3.84,-1.19
"Virginia","","Males",-1.44,-1.67,-1.17,-2.51,-2.77,-2.24
"Virginia","","Females",-1.27,-1.55,-0.95,-2.1,-2.43,-1.79
"Virginia","","Both",-1.36,-1.61,-1.07,-2.32,-2.63,-2.03
"Virginia","Accomack County","Males",-1.34,-2.59,-0.05,-2.51,-3.91,-1.02
"Virginia","Accomack County","Females",-0.98,-2.69,0.76,-1.74,-3.57,0.26
"Virginia","Accomack County","Both",-1.18,-2.61,0.31,-2.15,-3.71,-0.42
"Virginia","Albemarle County","Males",-1.65,-3.11,-0.23,-3.03,-4.68,-1.4
"Virginia","Albemarle County","Females",-0.59,-2.54,1.37,-1.13,-3.42,1.08
"Virginia","Albemarle County","Both",-1.19,-2.85,0.45,-2.22,-4.11,-0.36
"Virginia","Alleghany County","Males",-1.13,-2.39,0.24,-2.06,-3.49,-0.67
"Virginia","Alleghany County","Females",-0.68,-2.47,1.16,-1.08,-2.98,0.99
"Virginia","Alleghany County","Both",-0.92,-2.44,0.64,-1.6,-3.25,0.11
"Virginia","Amelia County","Males",-1.42,-2.78,-0.08,-2.31,-3.74,-0.87
"Virginia","Amelia County","Females",-0.94,-2.94,0.96,-1.55,-3.63,0.57
"Virginia","Amelia County","Both",-1.2,-2.86,0.39,-1.96,-3.65,-0.2
"Virginia","Amherst County","Males",-0.96,-2.27,0.29,-1.66,-3.16,-0.25
"Virginia","Amherst County","Females",-0.45,-2.33,1.33,-1,-3.14,1.07
"Virginia","Amherst County","Both",-0.72,-2.28,0.77,-1.36,-3.11,0.37
"Virginia","Appomattox County","Males",-1.03,-2.36,0.38,-1.76,-3.29,-0.33
"Virginia","Appomattox County","Females",-0.52,-2.45,1.47,-1.29,-3.48,0.85
"Virginia","Appomattox County","Both",-0.8,-2.39,0.86,-1.55,-3.35,0.14
"Virginia","Arlington County","Males",-3.24,-4.7,-1.7,-4.69,-6.39,-2.82
"Virginia","Arlington County","Females",-2.43,-4.3,-0.38,-3.01,-5.24,-0.51
"Virginia","Arlington County","Both",-2.87,-4.52,-1.12,-3.93,-5.87,-1.86
"Virginia","Augusta County/Waynesboro City","Males",-0.71,-1.88,0.49,-1.53,-2.92,-0.21
